#Starting point: 2020-06-12
#spacing∈[2..12],enjoyment∈[-5..5],counterfactual experience∈[-5..5],type∈{n,t,a,i,v}
2022-11-09,,,i
2022-11-13,,,i
2022-11-17,,,i
2022-11-21,,,i
2022-11-25,,,i
2022-11-29,,,i
2022-12-03,,,i
2022-12-07,,,i
2022-12-11,,,i
2022-12-15,,,i
2022-12-19,,,i
2022-12-24,,,i
2022-12-29,,,i
2023-01-03,,,i
2023-01-08,,,i
2023-01-13,,,i
2023-01-18,,,i
2023-01-23,,,i
2023-01-28,,,i
2023-02-02,,,i
2023-02-07,,,i
2023-02-14,,,i
2023-02-21,,,i
2023-02-28,,,i
2023-03-07,,,i
2023-03-14,,,i
2023-03-21,,,i
2023-03-28,,,i
2023-04-04,,,i
2023-04-11,,,i
2023-04-18,,,i
2023-04-30,,,i
2023-05-12,,,i
2023-05-24,,,i
2023-06-05,,,i
2023-06-17,,,i
2023-06-29,,,i
2023-07-11,,,i
2023-07-23,,,i
2023-08-04,,,i
2023-08-16,,,i
2023-08-22,,,i
2023-08-28,,,i
2023-09-03,,,i
2023-09-09,,,i
2023-09-15,,,i
2023-09-21,,,i
2023-09-27,,,i
2023-10-03,,,i
2023-10-09,,,i
2023-10-15,,,i
2023-10-18,,,i
2023-10-21,,,i
2023-10-24,,,i
2023-10-27,,,i
2023-10-30,,,i
2023-11-02,,,i
2023-11-05,,,i
2023-11-08,,,i
2023-11-11,,,i
2023-11-14,,,i
2023-11-16,,,i
2023-11-18,,,i
2023-11-20,,,i
2023-11-22,,,i
2023-11-24,,,i
2023-11-26,,,i
2023-11-28,,,i
2023-11-30,,,i
2023-12-02,,,i
2023-12-04,,,i
2023-12-14,,,i
2023-12-24,,,i
2024-01-03,,,i
2024-01-13,,,i
2024-01-23,,,i
2024-02-02,,,i
2024-02-12,,,i
2024-02-22,,,i
2024-03-03,,,i
2024-03-13,,,i
2024-03-22,,,i
2024-03-31,,,i
2024-04-09,,,i
2024-04-18,,,i
2024-04-27,,,i
2024-05-06,,,i
2024-05-15,,,i
2024-05-24,,,i
2024-06-02,,,i
2024-06-11,,,i
2024-06-19,,,i
2024-06-27,,,i
2024-07-05,,,i
2024-07-13,,,i
2024-07-21,,,i
2024-07-29,,,i
2024-08-06,,,i
2024-08-14,,,i
2024-08-22,,,i
2024-08-30,,,i
2024-09-11,,,v
2024-09-23,,,v
2024-10-05,,,v
2024-10-17,,,v
2024-10-29,,,v
2024-11-10,,,v
2024-11-22,,,v
2024-12-04,,,v
2024-12-16,,,v
2024-12-28,,,v
2025-01-06,,,v
2025-01-15,,,v
2025-01-24,,,v
2025-02-02,,,v
2025-02-11,,,v
2025-02-20,,,v
2025-03-01,,,v
2025-03-10,,,v
2025-03-19,,,v
2025-03-28,,,v
2025-04-05,,,v
2025-04-13,,,v
2025-04-21,,,v
2025-04-29,,,v
2025-05-07,,,v
2025-05-15,,,v
2025-05-23,,,v
2025-05-31,,,v
2025-06-08,,,v
2025-06-16,,,v
2025-06-27,,,v
2025-07-08,,,v
2025-07-19,,,v
2025-07-30,,,v
2025-08-10,,,v
2025-08-21,,,v
2025-09-01,,,v
2025-09-12,,,v
2025-09-23,,,v
2025-10-04,,,v
2025-10-11,,,v
2025-10-18,,,v
2025-10-25,,,v
2025-11-01,,,v
2025-11-08,,,v
2025-11-15,,,v
2025-11-22,,,v
2025-11-29,,,v
2025-12-06,,,v
2025-12-13,,,v
2025-12-15,,,v
2025-12-17,,,v
2025-12-19,,,v
2025-12-21,,,v
2025-12-23,,,v
2025-12-25,,,v
2025-12-27,,,v
2025-12-29,,,v
2025-12-31,,,v
2026-01-02,,,v
2026-01-06,,,v
2026-01-10,,,v
2026-01-14,,,v
2026-01-18,,,v
2026-01-22,,,v
2026-01-26,,,v
2026-01-30,,,v
2026-02-03,,,v
2026-02-07,,,v
2026-02-11,,,v
2026-02-17,,,v
2026-02-23,,,v
2026-03-01,,,v
2026-03-07,,,v
2026-03-13,,,v
2026-03-19,,,v
2026-03-25,,,v
2026-03-31,,,v
2026-04-06,,,v
2026-04-12,,,v
2026-04-22,,,v
2026-05-02,,,v
2026-05-12,,,v
2026-05-22,,,v
2026-06-01,,,v
2026-06-11,,,v
2026-06-21,,,v
2026-07-01,,,v
2026-07-11,,,v
2026-07-21,,,v
2026-07-24,,,v
2026-07-27,,,v
2026-07-30,,,v
2026-08-02,,,v
2026-08-05,,,v
2026-08-08,,,v
2026-08-11,,,v
2026-08-14,,,v
2026-08-17,,,v
2026-08-20,,,v
2026-08-25,,,v
2026-08-30,,,v
2026-09-04,,,v
2026-09-09,,,v
2026-09-14,,,v
2026-09-19,,,v
2026-09-24,,,v
2026-09-29,,,v
2026-10-04,,,v
2026-10-09,,,v
2026-10-19,,,t
2026-10-29,,,t
2026-11-08,,,t
2026-11-18,,,t
2026-11-28,,,t
2026-12-08,,,t
2026-12-18,,,t
2026-12-28,,,t
2027-01-07,,,t
2027-01-17,,,t
2027-01-21,,,t
2027-01-25,,,t
2027-01-29,,,t
2027-02-02,,,t
2027-02-06,,,t
2027-02-10,,,t
2027-02-14,,,t
2027-02-18,,,t
2027-02-22,,,t
2027-02-26,,,t
2027-03-05,,,t
2027-03-12,,,t
2027-03-19,,,t
2027-03-26,,,t
2027-04-02,,,t
2027-04-09,,,t
2027-04-16,,,t
2027-04-23,,,t
2027-04-30,,,t
2027-05-07,,,t
2027-05-10,,,t
2027-05-13,,,t
2027-05-16,,,t
2027-05-19,,,t
2027-05-22,,,t
2027-05-25,,,t
2027-05-28,,,t
2027-05-31,,,t
2027-06-03,,,t
2027-06-06,,,t
2027-06-14,,,t
2027-06-22,,,t
2027-06-30,,,t
2027-07-08,,,t
2027-07-16,,,t
2027-07-24,,,t
2027-08-01,,,t
2027-08-09,,,t
2027-08-17,,,t
2027-08-25,,,t
2027-09-03,,,t
2027-09-12,,,t
2027-09-21,,,t
2027-09-30,,,t
2027-10-09,,,t
2027-10-18,,,t
2027-10-27,,,t
2027-11-05,,,t
2027-11-14,,,t
2027-11-23,,,t
2027-11-28,,,t
2027-12-03,,,t
2027-12-08,,,t
2027-12-13,,,t
2027-12-18,,,t
2027-12-23,,,t
2027-12-28,,,t
2028-01-02,,,t
2028-01-07,,,t
2028-01-12,,,t
2028-01-23,,,t
2028-02-03,,,t
2028-02-14,,,t
2028-02-25,,,t
2028-03-07,,,t
2028-03-18,,,t
2028-03-29,,,t
2028-04-09,,,t
2028-04-20,,,t
2028-05-01,,,t
2028-05-03,,,t
2028-05-05,,,t
2028-05-07,,,t
2028-05-09,,,t
2028-05-11,,,t
2028-05-13,,,t
2028-05-15,,,t
2028-05-17,,,t
2028-05-19,,,t
2028-05-21,,,t
2028-05-27,,,t
2028-06-02,,,t
2028-06-08,,,t
2028-06-14,,,t
2028-06-20,,,t
2028-06-26,,,t
2028-07-02,,,t
2028-07-08,,,t
2028-07-14,,,t
2028-07-20,,,t
2028-08-01,,,t
2028-08-13,,,t
2028-08-25,,,t
2028-09-06,,,t
2028-09-18,,,t
2028-09-30,,,t
2028-10-12,,,t
2028-10-24,,,t
2028-11-05,,,t
2028-11-17,,,t
2028-11-21,,,a
2028-11-25,,,a
2028-11-29,,,a
2028-12-03,,,a
2028-12-07,,,a
2028-12-11,,,a
2028-12-15,,,a
2028-12-19,,,a
2028-12-23,,,a
2028-12-27,,,a
2028-12-29,,,a
2028-12-31,,,a
2029-01-02,,,a
2029-01-04,,,a
2029-01-06,,,a
2029-01-08,,,a
2029-01-10,,,a
2029-01-12,,,a
2029-01-14,,,a
2029-01-16,,,a
2029-01-19,,,a
2029-01-22,,,a
2029-01-25,,,a
2029-01-28,,,a
2029-01-31,,,a
2029-02-03,,,a
2029-02-06,,,a
2029-02-09,,,a
2029-02-12,,,a
2029-02-15,,,a
2029-02-23,,,a
2029-03-03,,,a
2029-03-11,,,a
2029-03-19,,,a
2029-03-27,,,a
2029-04-04,,,a
2029-04-12,,,a
2029-04-20,,,a
2029-04-28,,,a
2029-05-06,,,a
2029-05-15,,,a
2029-05-24,,,a
2029-06-02,,,a
2029-06-11,,,a
2029-06-20,,,a
2029-06-29,,,a
2029-07-08,,,a
2029-07-17,,,a
2029-07-26,,,a
2029-08-04,,,a
2029-08-15,,,a
2029-08-26,,,a
2029-09-06,,,a
2029-09-17,,,a
2029-09-28,,,a
2029-10-09,,,a
2029-10-20,,,a
2029-10-31,,,a
2029-11-11,,,a
2029-11-22,,,a
2029-12-02,,,a
2029-12-12,,,a
2029-12-22,,,a
2030-01-01,,,a
2030-01-11,,,a
2030-01-21,,,a
2030-01-31,,,a
2030-02-10,,,a
2030-02-20,,,a
2030-03-02,,,a
2030-03-09,,,a
2030-03-16,,,a
2030-03-23,,,a
2030-03-30,,,a
2030-04-06,,,a
2030-04-13,,,a
2030-04-20,,,a
2030-04-27,,,a
2030-05-04,,,a
2030-05-11,,,a
2030-05-23,,,a
2030-06-04,,,a
2030-06-16,,,a
2030-06-28,,,a
2030-07-10,,,a
2030-07-22,,,a
2030-08-03,,,a
2030-08-15,,,a
2030-08-27,,,a
2030-09-08,,,a
2030-09-14,,,a
2030-09-20,,,a
2030-09-26,,,a
2030-10-02,,,a
2030-10-08,,,a
2030-10-14,,,a
2030-10-20,,,a
2030-10-26,,,a
2030-11-01,,,a
2030-11-07,,,a
2030-11-12,,,a
2030-11-17,,,a
2030-11-22,,,a
2030-11-27,,,a
2030-12-02,,,a
2030-12-07,,,a
2030-12-12,,,a
2030-12-17,,,a
2030-12-22,,,a
2030-12-27,,,a
